ride_type,distance_km,time_of_day,day_type,demand_level,traffic_condition,weather_condition,pickup_zone,base_fare,surge_multiplier,final_fare,ride_timestamp
Bike,14.26,Morning,Weekday,Low,Moderate,Clear,Residential,105.56,1.0,109.85,2025-12-17 20:10:44.287193
Bike,1.23,Afternoon,Weekday,Low,Moderate,Clear,Commercial,27.38,1.0,26.77,2025-08-28 15:09:44.287397
Bike,43.54,Night,Weekday,Very High,Light,Storm,Residential,281.24,1.65,454.66,2026-01-27 23:45:44.287571
Bike,27.98,Evening,Weekend,Medium,Heavy,Clear,IT Park,187.88,1.25,233.86,2026-01-10 07:37:44.287739
Taxi,39.71,Afternoon,Weekday,Low,Light,Clear,IT Park,526.52,1.0,546.93,2026-01-04 22:32:44.287907
Taxi,19.94,Afternoon,Weekday,Low,Heavy,Rainy,Airport,289.28,1.28,382.35,2025-10-02 20:37:44.288074
Taxi,43.07,Night,Weekend,Medium,Light,Rainy,Residential,566.84,1.28,728.21,2025-10-25 02:44:44.288278
Taxi,38.86,Evening,Weekday,High,Heavy,Clear,IT Park,516.32,1.4,727.02,2026-02-02 00:11:44.288491
Bike,48.93,Early Morning,Weekday,High,Heavy,Clear,Commercial,313.58,1.3,404.58,2025-08-31 17:36:44.288663
Taxi,15.81,Evening,Weekend,Low,Heavy,Cloudy,IT Park,239.72,1.25,289.28,2025-12-09 02:25:44.288831
Bike,6.7,Morning,Weekend,Low,Moderate,Cloudy,Commercial,60.2,1.05,60.34,2025-08-11 07:26:44.288999
Taxi,23.31,Night,Weekday,Very High,Moderate,Rainy,Airport,329.72,1.68,539.95,2025-08-08 21:34:44.289178
Bike,7.29,Evening,Weekday,Low,Light,Clear,Airport,63.74,1.2,74.73,2025-11-07 14:39:44.289376
Taxi,46.51,Morning,Weekday,High,Heavy,Cloudy,Metro Station,608.12,1.3,787.12,2025-12-06 11:24:44.289573
Taxi,29.15,Morning,Weekday,Low,Moderate,Clear,IT Park,399.8,1.0,388.89,2025-09-06 02:24:44.289744
Bike,24.39,Morning,Weekend,Very High,Moderate,Clear,Airport,166.34,1.5,237.65,2025-11-11 00:22:44.289911
Taxi,25.63,Afternoon,Weekday,Low,Heavy,Cloudy,IT Park,357.56,1.1,377.51,2025-12-09 15:58:44.290094
Bike,40.21,Night,Weekday,Low,Heavy,Storm,IT Park,261.26,1.4,356.18,2025-11-29 01:13:44.290277
Taxi,39.79,Morning,Weekend,Low,Light,Clear,Commercial,527.48,1.05,575.53,2025-09-11 20:35:44.290468
Taxi,10.77,Early Morning,Weekend,High,Light,Cloudy,Metro Station,179.24,1.25,227.69,2025-08-08 16:09:44.290672
Bike,22.91,Night,Weekday,Very High,Moderate,Clear,IT Park,157.46,1.5,245.92,2025-12-21 08:35:44.290842
Taxi,46.21,Morning,Weekday,Medium,Light,Clear,IT Park,604.52,1.0,591.55,2025-10-20 21:50:44.291010
Bike,20.44,Early Morning,Weekday,Medium,Light,Storm,Metro Station,142.64,1.15,168.71,2025-09-22 13:02:44.291179
Taxi,24.77,Morning,Weekend,Medium,Moderate,Clear,IT Park,347.24,1.05,379.97,2025-12-20 12:16:44.291413
Bike,35.77,Morning,Weekday,Low,Heavy,Clear,Metro Station,234.62,1.1,254.4,2025-09-01 21:13:44.291673
Taxi,8.8,Afternoon,Weekday,Low,Heavy,Cloudy,Airport,155.6,1.2,178.56,2026-01-11 05:22:44.291852
Taxi,19.06,Evening,Weekend,Very High,Heavy,Rainy,Airport,278.72,1.78,513.46,2025-08-07 22:46:44.292022
Taxi,11.59,Evening,Weekend,Very High,Moderate,Clear,Residential,189.08,1.5,271.88,2025-08-24 04:30:44.292189
Taxi,37.13,Night,Weekday,Medium,Moderate,Storm,Residential,495.56,1.3,655.67,2025-12-07 23:49:44.292365
Taxi,24.48,Morning,Weekend,High,Light,Clear,Residential,343.76,1.25,409.99,2025-12-20 12:04:44.292534
Bike,11.1,Morning,Weekday,Medium,Heavy,Clear,Commercial,86.6,1.1,90.79,2025-10-04 03:22:44.292711
Bike,1.13,Afternoon,Weekday,Medium,Heavy,Cloudy,Commercial,26.78,1.1,28.06,2026-01-28 07:21:44.292900
Taxi,47.04,Evening,Weekday,Very High,Moderate,Clear,Metro Station,614.48,1.45,888.12,2025-09-19 19:18:44.293073
Taxi,16.2,Evening,Weekday,Medium,Light,Clear,Residential,244.4,1.1,270.37,2025-11-18 16:19:44.293252
Taxi,2.25,Morning,Weekday,Low,Light,Clear,Commercial,77.0,1.0,75.72,2026-01-01 03:38:44.293423
Taxi,10.81,Evening,Weekday,Medium,Light,Cloudy,IT Park,179.72,1.1,200.73,2025-10-07 10:21:44.293593
Taxi,35.37,Evening,Weekend,Very High,Moderate,Rainy,Residential,474.44,1.58,717.7,2025-08-30 01:05:44.293761
Taxi,11.29,Evening,Weekday,High,Heavy,Rainy,Commercial,185.48,1.48,266.97,2025-11-06 08:37:44.293959
Bike,7.73,Afternoon,Weekday,Medium,Moderate,Clear,IT Park,66.38,1.0,65.91,2026-01-24 06:57:44.294139
Bike,22.15,Afternoon,Weekday,Medium,Moderate,Rainy,IT Park,152.9,1.08,164.5,2026-01-02 22:58:44.294318
Taxi,24.63,Morning,Weekday,Medium,Moderate,Clear,IT Park,345.56,1.0,345.9,2025-10-31 05:20:44.294484
Taxi,37.18,Early Morning,Weekday,High,Moderate,Clear,Commercial,496.16,1.2,593.25,2025-10-29 12:45:44.294652
Bike,32.62,Evening,Weekend,High,Moderate,Clear,Airport,215.72,1.45,317.03,2026-01-13 08:08:44.294820
Taxi,22.96,Night,Weekend,High,Heavy,Clear,Commercial,325.52,1.5,481.8,2025-12-26 00:24:44.295024
Bike,7.35,Afternoon,Weekday,Low,Light,Cloudy,Commercial,64.1,1.0,65.39,2025-09-13 23:10:44.295206
Bike,41.85,Evening,Weekend,Medium,Light,Cloudy,Metro Station,271.1,1.15,297.82,2025-12-03 21:16:44.295375
Taxi,3.11,Night,Weekday,Very High,Heavy,Storm,Commercial,87.32,1.75,158.13,2025-11-23 12:33:44.295543
Taxi,30.03,Morning,Weekend,Medium,Moderate,Clear,Residential,410.36,1.05,430.43,2025-12-29 03:27:44.295740
Bike,47.42,Afternoon,Weekday,Low,Light,Clear,Airport,304.52,1.1,330.2,2025-10-06 19:25:44.295938
Bike,18.77,Evening,Weekday,Low,Light,Clear,Residential,132.62,1.1,152.08,2025-09-06 13:39:44.296142
Taxi,49.3,Evening,Weekend,Very High,Moderate,Storm,Airport,641.6,1.75,1111.86,2025-09-29 20:29:44.296313
Bike,29.21,Afternoon,Weekday,Low,Moderate,Rainy,Metro Station,195.26,1.08,215.64,2025-12-17 05:47:44.296483
Taxi,12.04,Afternoon,Weekend,Low,Heavy,Rainy,Commercial,194.48,1.23,237.19,2025-08-09 07:24:44.296650
Taxi,4.16,Evening,Weekday,Medium,Heavy,Clear,Metro Station,99.92,1.2,123.46,2025-12-03 19:22:44.296823
Bike,33.9,Evening,Weekday,Very High,Light,Clear,Metro Station,223.4,1.45,308.93,2025-09-21 15:50:44.297021
Bike,17.94,Morning,Weekend,Medium,Light,Clear,Metro Station,127.64,1.05,129.2,2025-08-27 02:21:44.297280
Bike,5.89,Night,Weekday,Low,Moderate,Rainy,Commercial,55.34,1.23,67.79,2025-11-29 17:31:44.297472
Bike,40.73,Early Morning,Weekday,Low,Light,Clear,Airport,264.38,1.1,288.57,2025-10-13 14:35:44.297644
Taxi,36.43,Night,Weekday,Medium,Light,Rainy,IT Park,487.16,1.23,627.52,2026-01-15 16:12:44.297813
Taxi,41.58,Afternoon,Weekday,Low,Moderate,Cloudy,Metro Station,548.96,1.0,562.25,2025-09-29 02:40:44.298025
Taxi,10.99,Evening,Weekday,Very High,Moderate,Storm,Commercial,181.88,1.6,289.95,2025-10-27 07:43:44.298211
Taxi,29.88,Morning,Weekday,Low,Light,Clear,Metro Station,408.56,1.0,396.2,2025-11-21 19:05:44.298410
Bike,5.35,Morning,Weekend,High,Moderate,Clear,Metro Station,52.1,1.25,67.79,2025-10-18 21:25:44.298579
Taxi,37.04,Morning,Weekday,High,Moderate,Storm,Metro Station,494.48,1.35,646.72,2025-08-10 13:58:44.298746
Bike,29.88,Morning,Weekday,Medium,Heavy,Clear,Commercial,199.28,1.1,215.84,2026-01-21 00:48:44.298912
Bike,33.18,Afternoon,Weekend,Low,Light,Clear,Metro Station,219.08,1.05,229.9,2025-09-08 02:11:44.299116
Taxi,12.32,Early Morning,Weekday,Low,Heavy,Clear,Metro Station,197.84,1.1,223.55,2025-10-11 21:38:44.299290
Taxi,19.0,Evening,Weekday,High,Light,Clear,Metro Station,278.0,1.3,378.27,2025-09-16 01:17:44.299492
Bike,33.68,Evening,Weekend,Medium,Moderate,Clear,Residential,222.08,1.15,252.83,2025-11-16 02:53:44.299664
Bike,6.86,Night,Weekday,Medium,Light,Clear,Residential,61.16,1.15,70.97,2025-11-12 11:38:44.299836
Bike,28.03,Morning,Weekday,Low,Moderate,Rainy,Airport,188.18,1.18,228.65,2025-09-22 09:05:44.300004
Taxi,45.75,Evening,Weekend,Medium,Light,Clear,Residential,599.0,1.15,696.14,2026-01-24 19:16:44.300218
Taxi,38.34,Evening,Weekend,Low,Light,Cloudy,Residential,510.08,1.15,587.4,2025-10-20 18:14:44.300398
Taxi,3.69,Morning,Weekend,High,Heavy,Storm,IT Park,94.28,1.5,143.58,2025-12-11 08:12:44.300593
Taxi,45.46,Evening,Weekend,Very High,Light,Rainy,Airport,595.52,1.68,972.42,2025-10-07 13:16:44.300762
Bike,41.91,Night,Weekday,Very High,Light,Cloudy,Airport,271.46,1.6,441.33,2026-02-02 13:07:44.300938
Bike,11.17,Morning,Weekday,High,Light,Cloudy,IT Park,87.02,1.2,101.16,2026-01-30 17:22:44.301111
Taxi,37.13,Evening,Weekday,Very High,Light,Clear,Commercial,495.56,1.45,684.22,2025-11-23 23:15:44.301312
Taxi,22.66,Early Morning,Weekend,Very High,Heavy,Rainy,Commercial,321.92,1.58,484.25,2025-11-22 18:31:44.301483
Taxi,26.84,Evening,Weekend,Medium,Heavy,Cloudy,Commercial,372.08,1.25,467.65,2026-01-09 00:54:44.301674
Bike,23.07,Night,Weekday,High,Moderate,Rainy,IT Park,158.42,1.43,218.57,2025-12-14 13:07:44.301850
Taxi,29.47,Morning,Weekday,Medium,Moderate,Clear,Residential,403.64,1.0,400.15,2025-10-29 18:20:44.302032
Bike,29.73,Evening,Weekday,Very High,Heavy,Rainy,Commercial,198.38,1.63,318.79,2025-08-14 08:53:44.302207
Taxi,8.8,Night,Weekday,Medium,Heavy,Storm,Residential,155.6,1.4,225.36,2026-01-23 01:59:44.302406
Bike,9.29,Night,Weekday,Medium,Heavy,Clear,Metro Station,75.74,1.25,97.88,2025-12-19 03:53:44.302577
Taxi,43.45,Afternoon,Weekday,Low,Light,Clear,Airport,571.4,1.1,627.19,2025-11-18 22:40:44.302767
Taxi,33.14,Afternoon,Weekday,Low,Moderate,Rainy,Metro Station,447.68,1.08,470.92,2025-10-18 19:24:44.302938
Bike,4.71,Morning,Weekday,Medium,Light,Cloudy,Metro Station,48.26,1.0,46.53,2026-01-20 01:27:44.303119
Taxi,1.53,Evening,Weekday,Very High,Heavy,Cloudy,IT Park,68.36,1.55,108.0,2025-09-22 07:04:44.303289
Taxi,34.29,Morning,Weekday,Medium,Light,Clear,Metro Station,461.48,1.0,452.77,2025-10-25 06:31:44.303492
Taxi,47.41,Morning,Weekday,High,Moderate,Storm,Residential,618.92,1.35,811.64,2025-10-30 20:21:44.303673
Taxi,46.36,Morning,Weekday,Medium,Heavy,Clear,Commercial,606.32,1.1,650.23,2025-10-01 05:37:44.303852
Taxi,30.56,Early Morning,Weekday,Medium,Heavy,Rainy,Metro Station,416.72,1.18,495.39,2025-09-26 20:41:44.304030
Bike,37.97,Evening,Weekday,Low,Moderate,Cloudy,Airport,247.82,1.2,303.59,2025-12-28 14:38:44.304199
Bike,1.71,Morning,Weekend,High,Moderate,Cloudy,IT Park,30.26,1.25,37.08,2026-01-27 15:57:44.304371
Taxi,29.91,Afternoon,Weekday,Low,Moderate,Clear,Commercial,408.92,1.0,412.7,2025-08-08 16:48:44.304569
Taxi,25.8,Evening,Weekday,Very High,Light,Clear,Residential,359.6,1.45,527.91,2026-01-27 08:52:44.304754
Taxi,28.84,Morning,Weekday,Medium,Heavy,Clear,IT Park,396.08,1.1,421.31,2025-08-29 18:22:44.304937
Taxi,19.46,Afternoon,Weekday,Medium,Moderate,Rainy,Residential,283.52,1.08,321.1,2025-09-29 01:14:44.305160
Taxi,41.01,Night,Weekend,High,Light,Clear,Metro Station,542.12,1.4,745.82,2025-10-28 03:20:44.305333
Bike,39.49,Early Morning,Weekday,Medium,Moderate,Storm,IT Park,256.94,1.15,284.59,2025-12-05 08:05:44.305504
Taxi,39.57,Morning,Weekend,Very High,Heavy,Cloudy,Commercial,524.84,1.5,783.73,2026-01-08 15:27:44.305711
Taxi,22.76,Night,Weekend,High,Moderate,Cloudy,Metro Station,323.12,1.4,471.55,2026-01-16 04:00:44.305903
Bike,12.85,Early Morning,Weekday,Low,Moderate,Storm,Commercial,97.1,1.15,109.79,2025-11-30 16:41:44.306092
Bike,38.44,Morning,Weekend,Medium,Moderate,Clear,Commercial,250.64,1.05,252.64,2026-01-26 17:55:44.306262
Bike,4.92,Morning,Weekday,Medium,Light,Cloudy,Residential,49.52,1.0,47.34,2025-12-12 22:54:44.306429
Bike,11.96,Early Morning,Weekday,Low,Heavy,Rainy,IT Park,91.76,1.18,110.39,2025-10-27 09:09:44.306597
Bike,6.64,Night,Weekday,High,Light,Storm,Airport,59.84,1.6,96.88,2025-11-06 00:15:44.306816
Taxi,44.85,Early Morning,Weekday,Low,Heavy,Cloudy,IT Park,588.2,1.1,650.0,2025-08-29 03:36:44.307026
Taxi,8.85,Night,Weekday,Low,Light,Clear,Metro Station,156.2,1.15,186.89,2026-01-20 16:02:44.307198
Taxi,24.25,Night,Weekday,Medium,Heavy,Cloudy,Commercial,341.0,1.25,432.1,2025-10-07 00:40:44.307368
Bike,48.97,Evening,Weekday,Medium,Moderate,Cloudy,Residential,313.82,1.1,341.79,2025-11-18 01:15:44.307536
Bike,12.19,Afternoon,Weekday,Low,Moderate,Clear,IT Park,93.14,1.0,89.42,2025-12-25 03:59:44.307702
Taxi,1.5,Evening,Weekday,High,Moderate,Rainy,Airport,68.0,1.48,102.85,2025-11-20 23:04:44.307912
Bike,19.92,Night,Weekend,Very High,Moderate,Cloudy,IT Park,139.52,1.55,226.76,2025-10-19 11:44:44.308106
Bike,19.64,Evening,Weekend,Low,Light,Cloudy,Airport,137.84,1.25,176.06,2026-02-03 05:48:44.308276
Bike,46.83,Afternoon,Weekend,Low,Moderate,Clear,Airport,300.98,1.15,343.83,2026-01-18 05:28:44.308451
Bike,8.53,Night,Weekend,High,Light,Clear,Residential,71.18,1.4,103.21,2025-11-11 01:58:44.308621
Bike,49.13,Night,Weekend,High,Light,Cloudy,Commercial,314.78,1.4,444.78,2025-11-12 13:49:44.308789
Taxi,14.5,Evening,Weekend,Very High,Light,Storm,Metro Station,224.0,1.65,385.63,2026-01-06 15:15:44.308994
Taxi,7.32,Night,Weekend,High,Moderate,Cloudy,Airport,137.84,1.5,208.96,2025-12-03 02:26:44.309191
Taxi,40.48,Afternoon,Weekday,Medium,Light,Rainy,Airport,535.76,1.18,626.8,2026-02-01 08:30:44.309360
Taxi,24.57,Early Morning,Weekend,Very High,Light,Cloudy,IT Park,344.84,1.4,461.95,2025-09-27 02:48:44.309528
Taxi,14.79,Night,Weekday,Very High,Light,Rainy,Residential,227.48,1.58,366.31,2025-10-24 23:15:44.309703
Bike,10.75,Morning,Weekend,Medium,Light,Clear,IT Park,84.5,1.05,92.36,2026-02-01 00:46:44.309879
Bike,48.9,Morning,Weekday,Low,Light,Clear,Airport,313.4,1.1,337.74,2025-12-23 09:36:44.310100
Bike,19.24,Afternoon,Weekend,High,Moderate,Clear,Commercial,135.44,1.25,164.84,2025-12-04 15:43:44.310283
Taxi,39.28,Early Morning,Weekend,High,Light,Clear,Airport,521.36,1.35,671.24,2025-10-22 16:23:44.310452
Taxi,4.35,Morning,Weekday,Medium,Moderate,Cloudy,Metro Station,102.2,1.0,99.02,2026-02-01 17:25:44.310621
Taxi,41.73,Morning,Weekday,Low,Moderate,Rainy,IT Park,550.76,1.08,572.03,2026-01-19 21:45:44.310796
Taxi,48.12,Evening,Weekday,Very High,Light,Clear,Airport,627.44,1.55,946.11,2025-09-24 03:41:44.310964
Taxi,6.83,Evening,Weekend,Medium,Moderate,Cloudy,Metro Station,131.96,1.15,149.27,2026-01-10 02:31:44.311185
Taxi,33.54,Afternoon,Weekend,High,Light,Cloudy,Commercial,452.48,1.25,543.68,2025-09-07 14:21:44.311365
Taxi,20.23,Evening,Weekday,Medium,Heavy,Clear,Metro Station,292.76,1.2,357.47,2025-09-07 05:40:44.311534
Bike,38.95,Night,Weekday,Medium,Light,Clear,Commercial,253.7,1.15,285.47,2025-08-14 05:41:44.311698
Taxi,13.08,Night,Weekend,Medium,Heavy,Storm,Commercial,206.96,1.45,310.38,2025-09-17 21:58:44.311874
Bike,4.45,Afternoon,Weekday,Low,Moderate,Rainy,Commercial,46.7,1.08,49.87,2025-09-30 12:33:44.312040
Taxi,40.79,Night,Weekday,High,Heavy,Clear,IT Park,539.48,1.45,802.96,2025-09-19 15:42:44.312256
Bike,18.64,Afternoon,Weekday,Medium,Light,Clear,Commercial,131.84,1.0,133.23,2026-01-07 11:18:44.312428
Taxi,3.58,Evening,Weekend,Medium,Moderate,Clear,Metro Station,92.96,1.15,111.15,2025-11-26 15:25:44.312604
Taxi,25.91,Night,Weekday,Medium,Moderate,Cloudy,IT Park,360.92,1.15,415.25,2025-11-07 14:18:44.312779
Taxi,10.11,Night,Weekday,Medium,Heavy,Clear,Commercial,171.32,1.25,224.08,2025-10-30 20:27:44.312944
Bike,19.51,Evening,Weekday,High,Moderate,Clear,IT Park,137.06,1.3,172.86,2025-10-18 03:31:44.313111
Taxi,30.87,Evening,Weekend,Very High,Moderate,Storm,IT Park,420.44,1.65,716.25,2025-12-20 22:22:44.313329
Taxi,20.02,Evening,Weekend,Very High,Light,Clear,Residential,290.24,1.5,416.8,2025-08-24 00:22:44.313508
Bike,11.07,Night,Weekday,High,Heavy,Rainy,IT Park,86.42,1.53,131.22,2025-10-11 10:34:44.313683
Taxi,24.53,Afternoon,Weekday,Very High,Moderate,Clear,Metro Station,344.36,1.35,463.81,2025-08-08 17:13:44.313850
Taxi,37.57,Afternoon,Weekend,Low,Heavy,Clear,Residential,500.84,1.15,566.39,2025-12-26 05:36:44.318076
Taxi,10.03,Evening,Weekday,High,Light,Rainy,Residential,170.36,1.38,243.93,2025-08-21 08:22:44.318335
Bike,2.08,Early Morning,Weekday,Low,Heavy,Rainy,Airport,32.48,1.28,39.83,2025-09-30 06:52:44.318527
Taxi,34.57,Early Morning,Weekend,Very High,Heavy,Clear,Commercial,464.84,1.5,705.6,2025-12-31 11:33:44.318755
Taxi,37.97,Evening,Weekday,Medium,Moderate,Cloudy,Airport,505.64,1.2,631.85,2026-01-03 06:50:44.318939
Taxi,20.2,Night,Weekday,High,Heavy,Cloudy,Residential,292.4,1.45,410.75,2026-01-15 18:30:44.319109
Taxi,42.46,Night,Weekend,Medium,Moderate,Clear,Airport,559.52,1.3,715.61,2025-08-19 20:59:44.319283
Bike,47.13,Evening,Weekday,Medium,Moderate,Rainy,Airport,302.78,1.28,388.66,2025-08-18 22:11:44.319450
Taxi,2.58,Afternoon,Weekday,Low,Moderate,Rainy,Metro Station,80.96,1.08,89.49,2025-10-13 22:13:44.319617
Taxi,18.92,Evening,Weekday,Medium,Moderate,Clear,Metro Station,277.04,1.1,311.81,2025-09-08 08:39:44.319858
Taxi,13.82,Afternoon,Weekday,Medium,Moderate,Clear,Metro Station,215.84,1.0,205.86,2025-10-17 10:41:44.320040
Taxi,15.77,Early Morning,Weekend,Medium,Moderate,Clear,Commercial,239.24,1.05,261.19,2025-11-12 22:31:44.320213
Taxi,41.47,Evening,Weekday,High,Heavy,Clear,Commercial,547.64,1.4,736.29,2025-12-05 12:15:44.320388
Taxi,27.4,Evening,Weekday,Medium,Moderate,Clear,Airport,378.8,1.2,434.12,2025-12-07 03:53:44.320558
Taxi,20.28,Morning,Weekday,Medium,Heavy,Rainy,Commercial,293.36,1.18,357.88,2025-10-05 22:44:44.320730
Bike,44.92,Morning,Weekday,High,Heavy,Storm,IT Park,289.52,1.45,403.76,2025-12-02 13:32:44.320940
Taxi,43.42,Night,Weekday,Medium,Light,Clear,Airport,571.04,1.25,748.18,2025-12-02 13:24:44.321111
Taxi,43.51,Morning,Weekend,Low,Light,Clear,Residential,572.12,1.05,588.37,2025-10-31 03:46:44.321280
Taxi,49.83,Night,Weekend,Medium,Moderate,Rainy,IT Park,647.96,1.28,853.34,2025-12-29 04:29:44.321449
Taxi,25.18,Early Morning,Weekday,Medium,Heavy,Cloudy,Airport,352.16,1.2,409.18,2025-09-11 20:59:44.321615
Bike,34.04,Morning,Weekend,Medium,Moderate,Clear,Commercial,224.24,1.05,231.58,2025-12-22 07:11:44.321794
Taxi,49.78,Afternoon,Weekday,High,Light,Cloudy,Airport,647.36,1.3,849.34,2026-01-26 23:19:44.321995
Taxi,5.14,Evening,Weekday,Very High,Light,Clear,Airport,111.68,1.55,176.25,2026-01-21 06:45:44.322202
Bike,45.33,Evening,Weekday,High,Moderate,Clear,Commercial,291.98,1.3,393.85,2025-08-21 15:40:44.322370
Taxi,17.35,Morning,Weekday,Medium,Heavy,Clear,Airport,258.2,1.2,318.97,2025-10-17 18:12:44.322546
Taxi,23.08,Morning,Weekday,Low,Light,Cloudy,Metro Station,326.96,1.0,325.49,2025-09-14 21:56:44.322719
Taxi,42.48,Afternoon,Weekday,Medium,Light,Clear,Metro Station,559.76,1.0,579.51,2025-08-19 00:25:44.322888
Taxi,25.36,Afternoon,Weekend,Medium,Light,Clear,Metro Station,354.32,1.05,377.74,2025-12-03 02:50:44.323097
Bike,47.54,Early Morning,Weekend,Low,Light,Rainy,Airport,305.24,1.23,393.6,2025-12-05 22:24:44.323270
Taxi,39.09,Morning,Weekday,Medium,Moderate,Rainy,Residential,519.08,1.08,539.41,2026-01-11 05:12:44.323437
Taxi,32.86,Morning,Weekend,High,Moderate,Rainy,Airport,444.32,1.43,663.05,2025-10-02 03:16:44.323611
Taxi,37.67,Morning,Weekend,Medium,Heavy,Rainy,IT Park,502.04,1.23,620.12,2025-11-13 09:05:44.323778
Taxi,6.14,Night,Weekday,Medium,Moderate,Storm,Airport,123.68,1.4,169.82,2025-10-01 14:42:44.323945
Bike,42.96,Morning,Weekday,High,Heavy,Rainy,Metro Station,277.76,1.38,367.11,2026-01-05 07:12:44.324147
Taxi,29.1,Early Morning,Weekday,High,Light,Clear,Airport,399.2,1.3,533.88,2025-12-14 18:12:44.324425
Bike,14.01,Morning,Weekend,Medium,Moderate,Rainy,IT Park,104.06,1.13,112.38,2025-10-09 02:55:44.324603
Taxi,42.78,Early Morning,Weekday,Medium,Light,Clear,IT Park,563.36,1.0,558.27,2025-11-05 05:47:44.324782
Bike,22.13,Evening,Weekend,Low,Moderate,Clear,IT Park,152.78,1.15,172.76,2025-10-15 20:56:44.324951
Taxi,37.05,Evening,Weekend,Medium,Light,Rainy,IT Park,494.6,1.23,609.22,2025-11-25 00:21:44.325118
Taxi,46.4,Afternoon,Weekday,Medium,Light,Clear,Commercial,606.8,1.0,614.77,2025-12-06 05:58:44.325325
Bike,49.68,Morning,Weekend,Medium,Moderate,Clear,Commercial,318.08,1.05,327.69,2025-09-25 07:23:44.325493
Bike,44.56,Night,Weekday,High,Heavy,Clear,IT Park,287.36,1.45,412.65,2025-08-14 05:46:44.325672
Taxi,21.62,Night,Weekday,High,Moderate,Cloudy,Commercial,309.44,1.35,400.47,2025-11-07 14:34:44.325839
Taxi,8.78,Afternoon,Weekday,High,Moderate,Clear,IT Park,155.36,1.2,193.04,2025-09-13 02:25:44.326005
Taxi,46.63,Afternoon,Weekday,Low,Heavy,Clear,Metro Station,609.56,1.1,660.64,2025-08-09 14:12:44.326192
Bike,46.09,Night,Weekday,Medium,Heavy,Clear,IT Park,296.54,1.25,376.07,2025-12-11 04:36:44.326402
Taxi,36.55,Afternoon,Weekday,Low,Heavy,Clear,Commercial,488.6,1.1,510.82,2025-08-25 07:35:44.326577
Bike,37.63,Early Morning,Weekday,Medium,Heavy,Clear,Airport,245.78,1.2,287.45,2026-02-01 08:21:44.326750
Bike,27.8,Night,Weekend,Very High,Moderate,Storm,IT Park,186.8,1.7,309.27,2026-01-12 01:46:44.326917
Bike,25.15,Evening,Weekday,Medium,Light,Cloudy,Residential,170.9,1.1,182.4,2025-10-03 01:28:44.327083
Taxi,6.11,Early Morning,Weekend,Very High,Moderate,Rainy,Residential,123.32,1.48,175.69,2026-01-10 09:35:44.327252
Taxi,21.31,Night,Weekday,Very High,Heavy,Cloudy,Metro Station,305.72,1.6,467.38,2025-09-14 14:08:44.327458
Bike,23.95,Early Morning,Weekday,Medium,Heavy,Rainy,Residential,163.7,1.18,185.63,2026-01-25 09:18:44.327642
Bike,12.79,Morning,Weekday,Medium,Moderate,Clear,IT Park,96.74,1.0,101.44,2025-10-26 14:44:44.327813
Bike,1.78,Afternoon,Weekend,High,Light,Rainy,Commercial,30.68,1.33,40.89,2026-01-19 14:21:44.327981
Taxi,7.42,Night,Weekday,High,Heavy,Cloudy,Metro Station,139.04,1.45,194.28,2025-08-12 11:08:44.328151
Bike,31.3,Evening,Weekday,High,Heavy,Rainy,Commercial,207.8,1.48,301.26,2025-10-19 23:36:44.328325
Taxi,27.49,Evening,Weekday,Very High,Light,Clear,Metro Station,379.88,1.45,535.58,2025-11-16 02:49:44.328539
Taxi,13.75,Early Morning,Weekday,High,Moderate,Cloudy,Airport,215.0,1.3,287.63,2025-09-01 10:18:44.328713
Bike,33.76,Evening,Weekday,High,Heavy,Cloudy,IT Park,222.56,1.4,314.7,2026-01-27 23:06:44.328880
Taxi,15.56,Night,Weekday,Medium,Moderate,Storm,Airport,236.72,1.4,338.83,2025-11-01 23:07:44.329063
Bike,42.95,Night,Weekend,High,Moderate,Rainy,Residential,277.7,1.48,409.56,2026-01-27 15:58:44.329231
Taxi,5.21,Afternoon,Weekday,Low,Light,Cloudy,Residential,112.52,1.0,111.6,2026-01-04 14:45:44.329404
Taxi,12.48,Night,Weekend,High,Moderate,Clear,Metro Station,199.76,1.4,290.16,2026-01-19 18:03:44.329605
Taxi,43.52,Morning,Weekday,Low,Heavy,Clear,IT Park,572.24,1.1,623.77,2026-02-01 19:16:44.329775
Taxi,45.67,Morning,Weekday,Medium,Heavy,Clear,Metro Station,598.04,1.1,665.49,2025-11-14 05:16:44.329942
Taxi,48.68,Afternoon,Weekday,Medium,Moderate,Rainy,Residential,634.16,1.08,684.12,2025-12-19 21:53:44.330120
Bike,29.58,Morning,Weekend,High,Heavy,Clear,IT Park,197.48,1.35,278.05,2025-09-19 15:07:44.330290
Bike,41.84,Afternoon,Weekday,Medium,Heavy,Clear,IT Park,271.04,1.1,295.59,2025-09-15 21:00:44.330468
Taxi,40.75,Morning,Weekday,High,Heavy,Clear,IT Park,539.0,1.3,730.58,2025-12-08 05:43:44.330655
Taxi,38.79,Morning,Weekday,Low,Heavy,Clear,IT Park,515.48,1.1,552.4,2025-10-24 08:01:44.330838
Bike,36.84,Morning,Weekday,Medium,Moderate,Clear,Residential,241.04,1.0,243.65,2025-08-28 09:47:44.331007
Bike,44.81,Evening,Weekday,Very High,Light,Rainy,Residential,288.86,1.53,448.08,2025-11-23 20:49:44.331177
